기간	지역	전체인구	전체인구	전체인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구
기간	지역	전체인구	전체인구	전체인구	합계	합계	합계	내국인	내국인	내국인	등록외국인	등록외국인	등록외국인
기간	지역	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2015.4/4	광진구	375,180	183,436	191,744	40,368	18,046	22,322	40,205	17,964	22,241	163	82	81
2015.4/4	동대문구	373,824	185,827	187,997	52,490	23,266	29,224	52,331	23,191	29,140	159	75	84
2015.4/4	중랑구	418,620	208,393	210,227	54,095	23,932	30,163	54,021	23,895	30,126	74	37	37
2015.4/4	성북구	469,560	229,183	240,377	63,281	27,321	35,960	63,132	27,258	35,874	149	63	86
2015.4/4	강북구	334,426	164,337	170,089	52,598	22,760	29,838	52,503	22,719	29,784	95	41	54
2015.4/4	도봉구	353,241	173,804	179,437	48,590	21,509	27,081	48,553	21,488	27,065	37	21	16
2015.4/4	노원구	578,221	281,538	296,683	68,909	28,412	40,497	68,843	28,380	40,463	66	32	34
2015.4/4	은평구	502,578	244,964	257,614	69,753	30,394	39,359	69,610	30,326	39,284	143	68	75
2015.4/4	서대문구	323,105	156,130	166,975	46,758	19,736	27,022	46,417	19,581	26,836	341	155	186
2015.4/4	마포구	398,351	190,957	207,394	48,598	20,397	28,201	48,348	20,284	28,064	250	113	137
2015.4/4	양천구	489,010	242,074	246,936	50,398	22,227	28,171	50,282	22,161	28,121	116	66	50
2015.4/4	강서구	595,691	291,216	304,475	67,950	29,797	38,153	67,792	29,702	38,090	158	95	63
2015.4/4	구로구	454,604	228,201	226,403	53,719	24,736	28,983	53,146	24,439	28,707	573	297	276
2015.4/4	금천구	256,167	131,346	124,821	31,070	14,102	16,968	30,745	13,939	16,806	325	163	162
2015.4/4	영등포구	417,811	210,388	207,423	51,481	23,216	28,265	50,839	22,899	27,940	642	317	325
2015.4/4	동작구	412,774	202,165	210,609	53,610	23,575	30,035	53,425	23,480	29,945	185	95	90
2015.4/4	관악구	529,031	266,773	262,258	64,985	29,295	35,690	64,677	29,158	35,519	308	137	171
2015.4/4	서초구	451,258	217,036	234,222	49,280	22,390	26,890	49,171	22,348	26,823	109	42	67
2015.4/4	강남구	581,760	279,209	302,551	60,330	27,083	33,247	60,191	27,022	33,169	139	61	78
2015.4/4	송파구	667,480	325,950	341,530	68,292	31,215	37,077	68,147	31,150	36,997	145	65	80
2015.4/4	강동구	463,321	230,851	232,470	51,935	23,452	28,483	51,848	23,407	28,441	87	45	42
2016.1/4	합계	10,282,821	5,053,675	5,229,146	1,280,268	564,129	716,139	1,274,296	561,136	713,160	5,972	2,993	2,979
2016.1/4	종로구	163,993	80,548	83,445	24,999	10,957	14,042	24,844	10,869	13,975	155	88	67
2016.1/4	중구	134,436	66,747	67,689	20,431	8,841	11,590	20,181	8,724	11,457	250	117	133
2016.1/4	용산구	247,297	120,607	126,690	35,912	15,138	20,774	35,492	14,884	20,608	420	254	166
2016.1/4	성동구	304,565	151,019	153,546	38,559	16,771	21,788	38,392	16,685	21,707	167	86	81
2016.1/4	광진구	374,798	182,951	191,847	40,764	18,191	22,573	40,570	18,095	22,475	194	96	98
2016.1/4	동대문구	373,657	185,627	188,030	52,965	23,435	29,530	52,779	23,350	29,429	186	85	101
2016.1/4	중랑구	418,341	208,235	210,106	54,687	24,211	30,476	54,597	24,169	30,428	90	42	48
2016.1/4	성북구	468,699	228,530	240,169	63,782	27,524	36,258	63,616	27,454	36,162	166	70	96
2016.1/4	강북구	333,615	163,819	169,796	53,023	22,962	30,061	52,921	22,914	30,007	102	48	54
2016.1/4	도봉구	352,521	173,342	179,179	49,161	21,765	27,396	49,115	21,741	27,374	46	24	22
2016.1/4	노원구	577,805	281,431	296,374	69,578	28,734	40,844	69,505	28,700	40,805	73	34	39
2016.1/4	은평구	501,242	244,103	257,139	70,311	30,597	39,714	70,141	30,517	39,624	170	80	90
2016.1/4	서대문구	326,746	157,763	168,983	47,319	19,997	27,322	46,961	19,828	27,133	358	169	189
2016.1/4	마포구	397,575	190,413	207,162	48,908	20,495	28,413	48,629	20,360	28,269	279	135	144
2016.1/4	양천구	487,368	241,190	246,178	50,905	22,492	28,413	50,774	22,421	28,353	131	71	60
2016.1/4	강서구	597,473	291,883	305,590	68,935	30,287	38,648	68,739	30,162	38,577	196	125	71
2016.1/4	구로구	454,252	227,913	226,339	54,405	25,043	29,362	53,724	24,694	29,030	681	349	332
2016.1/4	금천구	255,274	130,794	124,480	31,449	14,314	17,135	31,071	14,116	16,955	378	198	180
2016.1/4	영등포구	417,209	209,941	207,268	52,030	23,527	28,503	51,240	23,132	28,108	790	395	395
2016.1/4	동작구	413,282	202,397	210,885	54,222	23,831	30,391	54,006	23,720	30,286	216	111	105
2016.1/4	관악구	530,072	267,390	262,682	65,772	29,688	36,084	65,407	29,520	35,887	365	168	197
2016.1/4	서초구	450,085	216,403	233,682	49,805	22,628	27,177	49,680	22,580	27,100	125	48	77
2016.1/4	강남구	578,862	277,575	301,287	60,958	27,405	33,553	60,807	27,339	33,468	151	66	85
2016.1/4	송파구	663,904	324,076	339,828	68,987	31,589	37,398	68,812	31,512	37,300	175	77	98
2016.1/4	강동구	459,750	228,978	230,772	52,401	23,707	28,694	52,293	23,650	28,643	108	57	51
2016.2/4	합계	10,260,972	5,040,526	5,220,446	1,286,288	566,655	719,633	1,280,784	563,835	716,949	5,504	2,820	2,684
2016.2/4	종로구	163,235	80,127	83,108	25,009	10,923	14,086	24,863	10,839	14,024	146	84	62
2016.2/4	중구	134,175	66,582	67,593	20,434	8,867	11,567	20,206	8,752	11,454	228	115	113
2016.2/4	용산구	246,934	120,512	126,422	35,990	15,179	20,811	35,596	14,935	20,661	394	244	150
2016.2/4	성동구	305,525	151,449	154,076	38,739	16,842	21,897	38,590	16,757	21,833	149	85	64
2016.2/4	광진구	374,053	182,418	191,635	40,990	18,271	22,719	40,817	18,180	22,637	173	91	82
2016.2/4	동대문구	372,214	184,750	187,464	53,140	23,534	29,606	52,965	23,453	29,512	175	81	94
2016.2/4	중랑구	418,134	208,143	209,991	55,133	24,394	30,739	55,053	24,358	30,695	80	36	44
2016.2/4	성북구	467,142	227,567	239,575	63,899	27,548	36,351	63,743	27,480	36,263	156	68	88
2016.2/4	강북구	332,737	163,273	169,464	53,248	23,010	30,238	53,155	22,965	30,190	93	45	48
2016.2/4	도봉구	352,164	173,132	179,032	49,576	21,933	27,643	49,531	21,910	27,621	45	23	22
2016.2/4	노원구	576,782	280,787	295,995	70,065	28,919	41,146	69,991	28,884	41,107	74	35	39
2016.2/4	은평구	499,850	243,290	256,560	70,590	30,707	39,883	70,423	30,627	39,796	167	80	87
2016.2/4	서대문구	327,113	157,694	169,419	47,411	20,011	27,400	47,054	19,840	27,214	357	171	186
2016.2/4	마포구	395,687	189,332	206,355	48,584	20,368	28,216	48,318	20,239	28,079	266	129	137
2016.2/4	양천구	486,258	240,489	245,769	51,278	22,655	28,623	51,154	22,588	28,566	124	67	57
2016.2/4	강서구	598,190	292,094	306,096	69,551	30,559	38,992	69,364	30,441	38,923	187	118	69
2016.2/4	구로구	453,526	227,382	226,144	54,863	25,239	29,624	54,242	24,917	29,325	621	322	299
2016.2/4	금천구	254,662	130,461	124,201	31,704	14,436	17,268	31,369	14,263	17,106	335	173	162
2016.2/4	영등포구	414,901	208,870	206,031	52,078	23,558	28,520	51,343	23,186	28,157	735	372	363
2016.2/4	동작구	413,969	202,553	211,416	54,580	23,960	30,620	54,383	23,860	30,523	197	100	97
2016.2/4	관악구	529,254	266,960	262,294	66,031	29,798	36,233	65,704	29,642	36,062	327	156	171
2016.2/4	서초구	450,005	216,309	233,696	50,125	22,794	27,331	50,028	22,751	27,277	97	43	54
2016.2/4	강남구	576,413	276,311	300,102	61,178	27,495	33,683	61,047	27,432	33,615	131	63	68
2016.2/4	송파구	662,605	323,355	339,250	69,519	31,856	37,663	69,363	31,784	37,579	156	72	84
2016.2/4	강동구	455,444	226,686	228,758	52,573	23,799	28,774	52,482	23,752	28,730	91	47	44
2016.3/4	합계	10,236,408	5,025,843	5,210,565	1,293,335	569,805	723,530	1,288,162	567,112	721,050	5,173	2,693	2,480
2016.3/4	종로구	162,957	79,838	83,119	25,040	10,934	14,106	24,890	10,848	14,042	150	86	64
2016.3/4	중구	134,463	66,701	67,762	20,538	8,926	11,612	20,316	8,811	11,505	222	115	107
2016.3/4	용산구	246,317	120,244	126,073	35,998	15,183	20,815	35,622	14,945	20,677	376	238	138
2016.3/4	성동구	305,506	151,346	154,160	38,931	16,918	22,013	38,802	16,842	21,960	129	76	53
2016.3/4	광진구	373,680	182,184	191,496	41,243	18,371	22,872	41,080	18,286	22,794	163	85	78
2016.3/4	동대문구	371,253	184,089	187,164	53,247	23,585	29,662	53,086	23,507	29,579	161	78	83
2016.3/4	중랑구	416,887	207,523	209,364	55,494	24,550	30,944	55,417	24,515	30,902	77	35	42
2016.3/4	성북구	464,505	226,082	238,423	63,942	27,539	36,403	63,795	27,474	36,321	147	65	82
2016.3/4	강북구	332,116	162,917	169,199	53,710	23,180	30,530	53,622	23,138	30,484	88	42	46
2016.3/4	도봉구	351,253	172,546	178,707	50,033	22,124	27,909	49,990	22,102	27,888	43	22	21
2016.3/4	노원구	574,498	279,512	294,986	70,442	29,066	41,376	70,374	29,034	41,340	68	32	36
2016.3/4	은평구	498,514	242,447	256,067	71,016	30,890	40,126	70,858	30,814	40,044	158	76	82
2016.3/4	서대문구	326,359	156,959	169,400	47,507	20,072	27,435	47,148	19,897	27,251	359	175	184
2016.3/4	마포구	393,766	188,288	205,478	48,485	20,335	28,150	48,234	20,210	28,024	251	125	126
2016.3/4	양천구	485,505	239,986	245,519	51,789	22,925	28,864	51,668	22,857	28,811	121	68	53
2016.3/4	강서구	599,611	292,646	306,965	70,183	30,850	39,333	70,010	30,741	39,269	173	109	64
2016.3/4	구로구	451,754	226,492	225,262	55,265	25,404	29,861	54,690	25,109	29,581	575	295	280
2016.3/4	금천구	253,667	129,931	123,736	31,983	14,546	17,437	31,670	14,383	17,287	313	163	150
2016.3/4	영등포구	410,757	206,795	203,962	51,978	23,523	28,455	51,297	23,175	28,122	681	348	333
2016.3/4	동작구	414,261	202,623	211,638	54,953	24,100	30,853	54,770	24,006	30,764	183	94	89
2016.3/4	관악구	528,187	266,531	261,656	66,492	30,024	36,468	66,180	29,873	36,307	312	151	161
2016.3/4	서초구	450,906	216,647	234,259	50,533	22,991	27,542	50,453	22,953	27,500	80	38	42
2016.3/4	강남구	574,974	275,494	299,480	61,464	27,662	33,802	61,349	27,600	33,749	115	62	53
2016.3/4	송파구	662,413	323,007	339,406	70,208	32,178	38,030	70,062	32,106	37,956	146	72	74
2016.3/4	강동구	452,299	225,015	227,284	52,861	23,929	28,932	52,779	23,886	28,893	82	43	39
2016.4/4	합계	10,204,057	5,007,379	5,196,678	1,300,877	573,091	727,786	1,295,899	570,490	725,409	4,978	2,601	2,377
2016.4/4	종로구	161,922	79,322	82,600	25,091	10,979	14,112	24,950	10,895	14,055	141	84	57
2016.4/4	중구	134,409	66,452	67,957	20,606	8,965	11,641	20,388	8,852	11,536	218	113	105
2016.4/4	용산구	245,102	119,636	125,466	35,915	15,100	20,815	35,547	14,866	20,681	368	234	134
2016.4/4	성동구	307,161	152,006	155,155	39,262	17,074	22,188	39,140	17,005	22,135	122	69	53
2016.4/4	광진구	372,104	181,251	190,853	41,441	18,421	23,020	41,292	18,345	22,947	149	76	73
2016.4/4	동대문구	370,312	183,444	186,868	53,460	23,661	29,799	53,301	23,581	29,720	159	80	79
2016.4/4	중랑구	415,677	206,772	208,905	55,914	24,736	31,178	55,842	24,702	31,140	72	34	38
2016.4/4	성북구	461,617	224,504	237,113	64,015	27,555	36,460	63,878	27,492	36,386	137	63	74
2016.4/4	강북구	330,704	162,211	168,493	54,053	23,318	30,735	53,964	23,273	30,691	89	45	44
2016.4/4	도봉구	350,272	172,006	178,266	50,510	22,340	28,170	50,466	22,318	28,148	44	22	22
2016.4/4	노원구	571,212	277,866	293,346	70,887	29,295	41,592	70,819	29,263	41,556	68	32	36
2016.4/4	은평구	495,937	241,048	254,889	71,457	31,025	40,432	71,304	30,951	40,353	153	74	79
2016.4/4	서대문구	325,871	156,597	169,274	47,653	20,125	27,528	47,303	19,954	27,349	350	171	179
2016.4/4	마포구	390,887	186,668	204,219	48,303	20,257	28,046	48,060	20,136	27,924	243	121	122
2016.4/4	양천구	481,845	238,163	243,682	52,063	23,071	28,992	51,957	23,011	28,946	106	60	46
2016.4/4	강서구	602,104	293,734	308,370	71,062	31,242	39,820	70,889	31,137	39,752	173	105	68
2016.4/4	구로구	449,600	225,411	224,189	55,705	25,652	30,053	55,159	25,369	29,790	546	283	263
2016.4/4	금천구	254,654	130,429	124,225	32,279	14,699	17,580	31,976	14,540	17,436	303	159	144
2016.4/4	영등포구	406,779	204,712	202,067	51,844	23,411	28,433	51,186	23,073	28,113	658	338	320
2016.4/4	동작구	413,247	201,842	211,405	55,231	24,201	31,030	55,052	24,107	30,945	179	94	85
2016.4/4	관악구	525,607	265,034	260,573	66,952	30,150	36,802	66,659	30,013	36,646	293	137	156
2016.4/4	서초구	451,477	216,886	234,591	50,984	23,196	27,788	50,906	23,158	27,748	78	38	40
2016.4/4	강남구	572,140	274,217	297,923	61,931	27,906	34,025	61,822	27,849	33,973	109	57	52
2016.4/4	송파구	664,946	324,087	340,859	71,064	32,601	38,463	70,918	32,529	38,389	146	72	74
2016.4/4	강동구	448,471	223,081	225,390	53,195	24,111	29,084	53,121	24,071	29,050	74	40	34
2017.1/4	합계	10,197,604	5,000,005	5,197,599	1,321,458	582,409	739,049	1,315,717	579,415	736,302	5,741	2,994	2,747
2017.1/4	종로구	162,820	79,675	83,145	25,425	11,120	14,305	25,271	11,034	14,237	154	86	68
2017.1/4	중구	133,240	65,790	67,450	20,764	9,065	11,699	20,519	8,934	11,585	245	131	114
2017.1/4	용산구	244,203	119,132	125,071	36,231	15,227	21,004	35,807	14,963	20,844	424	264	160
2017.1/4	성동구	311,244	153,768	157,476	39,997	17,378	22,619	39,856	17,297	22,559	141	81	60
2017.1/4	광진구	372,164	180,992	191,172	42,214	18,772	23,442	42,035	18,675	23,360	179	97	82
2017.1/4	동대문구	369,496	182,932	186,564	54,173	23,963	30,210	53,986	23,873	30,113	187	90	97
2017.1/4	중랑구	414,503	206,102	208,401	56,774	25,117	31,657	56,682	25,072	31,610	92	45	47
2017.1/4	성북구	461,260	224,076	237,184	64,692	27,900	36,792	64,547	27,832	36,715	145	68	77
2017.1/4	강북구	330,192	161,686	168,506	54,813	23,623	31,190	54,716	23,578	31,138	97	45	52
2017.1/4	도봉구	348,646	171,026	177,620	51,312	22,693	28,619	51,261	22,669	28,592	51	24	27
2017.1/4	노원구	569,384	276,823	292,561	71,941	29,760	42,181	71,862	29,721	42,141	79	39	40
2017.1/4	은평구	494,388	240,220	254,168	72,334	31,397	40,937	72,160	31,311	40,849	174	86	88
2017.1/4	서대문구	327,163	156,765	170,398	48,161	20,289	27,872	47,771	20,103	27,668	390	186	204
2017.1/4	마포구	389,649	185,889	203,760	48,765	20,507	28,258	48,492	20,369	28,123	273	138	135
2017.1/4	양천구	479,978	237,117	242,861	52,975	23,547	29,428	52,860	23,477	29,383	115	70	45
2017.1/4	강서구	603,772	294,433	309,339	72,548	31,961	40,587	72,347	31,841	40,506	201	120	81
2017.1/4	구로구	447,874	224,436	223,438	56,833	26,183	30,650	56,192	25,843	30,349	641	340	301
2017.1/4	금천구	255,082	130,558	124,524	32,970	15,014	17,956	32,607	14,823	17,784	363	191	172
2017.1/4	영등포구	402,985	202,573	200,412	52,413	23,634	28,779	51,644	23,236	28,408	769	398	371
2017.1/4	동작구	412,520	201,217	211,303	56,013	24,458	31,555	55,806	24,355	31,451	207	103	104
2017.1/4	관악구	525,515	264,763	260,752	68,082	30,694	37,388	67,737	30,536	37,201	345	158	187
2017.1/4	서초구	450,310	216,264	234,046	51,733	23,501	28,232	51,638	23,456	28,182	95	45	50
2017.1/4	강남구	570,500	273,301	297,199	63,167	28,515	34,652	63,046	28,453	34,593	121	62	59
2017.1/4	송파구	667,483	325,040	342,443	72,506	33,299	39,207	72,343	33,220	39,123	163	79	84
2017.1/4	강동구	453,233	225,427	227,806	54,622	24,792	29,830	54,532	24,744	29,788	90	48	42
2017.2/4	합계	10,178,395	4,988,267	5,190,128	1,339,211	590,330	748,881	1,333,704	587,450	746,254	5,507	2,880	2,627
2017.2/4	종로구	163,521	79,905	83,616	25,745	11,231	14,514	25,593	11,145	14,448	152	86	66
2017.2/4	중구	132,838	65,445	67,393	20,974	9,140	11,834	20,731	9,013	11,718	243	127	116
2017.2/4	용산구	243,406	118,830	124,576	36,511	15,340	21,171	36,097	15,081	21,016	414	259	155
2017.2/4	성동구	311,831	153,799	158,032	40,480	17,590	22,890	40,355	17,517	22,838	125	73	52
2017.2/4	광진구	371,728	180,712	191,016	42,876	19,060	23,816	42,706	18,966	23,740	170	94	76
2017.2/4	동대문구	368,050	182,252	185,798	54,816	24,200	30,616	54,634	24,114	30,520	182	86	96
2017.2/4	중랑구	414,783	206,128	208,655	57,827	25,591	32,236	57,744	25,548	32,196	83	43	40
2017.2/4	성북구	459,276	223,155	236,121	65,355	28,208	37,147	65,219	28,145	37,074	136	63	73
2017.2/4	강북구	330,004	161,387	168,617	55,505	23,900	31,605	55,408	23,856	31,552	97	44	53
2017.2/4	도봉구	347,941	170,563	177,378	52,174	23,065	29,109	52,127	23,043	29,084	47	22	25
2017.2/4	노원구	566,411	275,299	291,112	73,010	30,264	42,746	72,937	30,230	42,707	73	34	39
2017.2/4	은평구	492,835	239,289	253,546	73,136	31,709	41,427	72,968	31,624	41,344	168	85	83
2017.2/4	서대문구	326,412	156,412	170,000	48,554	20,480	28,074	48,178	20,300	27,878	376	180	196
2017.2/4	마포구	388,574	185,105	203,469	49,200	20,657	28,543	48,935	20,524	28,411	265	133	132
2017.2/4	양천구	478,119	236,014	242,105	53,838	23,985	29,853	53,730	23,922	29,808	108	63	45
2017.2/4	강서구	606,823	295,845	310,978	73,981	32,619	41,362	73,782	32,498	41,284	199	121	78
2017.2/4	구로구	445,770	223,402	222,368	57,560	26,573	30,987	56,956	26,243	30,713	604	330	274
2017.2/4	금천구	254,711	130,392	124,319	33,457	15,215	18,242	33,114	15,039	18,075	343	176	167
2017.2/4	영등포구	402,967	202,648	200,319	53,088	23,979	29,109	52,356	23,600	28,756	732	379	353
2017.2/4	동작구	411,217	200,316	210,901	56,544	24,669	31,875	56,347	24,569	31,778	197	100	97
2017.2/4	관악구	523,859	263,812	260,047	68,908	30,994	37,914	68,572	30,840	37,732	336	154	182
2017.2/4	서초구	447,936	214,922	233,014	52,138	23,686	28,452	52,043	23,638	28,405	95	48	47
2017.2/4	강남구	568,425	272,319	296,106	63,975	28,873	35,102	63,856	28,813	35,043	119	60	59
2017.2/4	송파구	667,898	325,075	342,823	73,905	33,993	39,912	73,746	33,915	39,831	159	78	81
2017.2/4	강동구	453,060	225,241	227,819	55,654	25,309	30,345	55,570	25,267	30,303	84	42	42
2017.3/4	합계	10,158,411	4,975,437	5,182,974	1,353,486	597,078	756,408	1,348,123	594,278	753,845	5,363	2,800	2,563
2017.3/4	종로구	164,640	80,173	84,467	26,034	11,375	14,659	25,882	11,291	14,591	152	84	68
2017.3/4	중구	134,174	66,064	68,110	21,249	9,268	11,981	21,012	9,142	11,870	237	126	111
2017.3/4	용산구	243,922	119,056	124,866	36,727	15,430	21,297	36,321	15,175	21,146	406	255	151
2017.3/4	성동구	312,933	154,253	158,680	40,902	17,804	23,098	40,781	17,732	23,049	121	72	49
2017.3/4	광진구	372,414	180,737	191,677	43,579	19,406	24,173	43,416	19,317	24,099	163	89	74
2017.3/4	동대문구	367,769	182,000	185,769	55,287	24,456	30,831	55,109	24,372	30,737	178	84	94
2017.3/4	중랑구	414,554	206,011	208,543	58,675	26,043	32,632	58,597	26,003	32,594	78	40	38
2017.3/4	성북구	458,261	222,474	235,787	65,937	28,434	37,503	65,808	28,372	37,436	129	62	67
2017.3/4	강북구	329,042	160,842	168,200	56,078	24,142	31,936	55,982	24,099	31,883	96	43	53
2017.3/4	도봉구	347,338	170,134	177,204	52,909	23,432	29,477	52,863	23,410	29,453	46	22	24
2017.3/4	노원구	562,278	273,212	289,066	73,588	30,564	43,024	73,520	30,533	42,987	68	31	37
2017.3/4	은평구	491,899	238,733	253,166	73,850	32,063	41,787	73,687	31,981	41,706	163	82	81
2017.3/4	서대문구	326,479	156,070	170,409	48,985	20,717	28,268	48,610	20,540	28,070	375	177	198
2017.3/4	마포구	387,776	184,480	203,296	49,436	20,749	28,687	49,174	20,618	28,556	262	131	131
2017.3/4	양천구	476,627	235,246	241,381	54,598	24,322	30,276	54,492	24,262	30,230	106	60	46
2017.3/4	강서구	607,877	296,157	311,720	75,046	33,126	41,920	74,850	33,011	41,839	196	115	81
2017.3/4	구로구	443,288	222,088	221,200	58,260	26,881	31,379	57,672	26,561	31,111	588	320	268
2017.3/4	금천구	253,646	129,741	123,905	33,818	15,391	18,427	33,477	15,216	18,261	341	175	166
2017.3/4	영등포구	401,908	202,137	199,771	53,620	24,198	29,422	52,910	23,830	29,080	710	368	342
2017.3/4	동작구	410,703	199,978	210,725	56,902	24,839	32,063	56,714	24,742	31,972	188	97	91
2017.3/4	관악구	522,849	263,162	259,687	69,486	31,290	38,196	69,163	31,140	38,023	323	150	173
2017.3/4	서초구	447,177	214,389	232,788	52,738	23,939	28,799	52,647	23,892	28,755	91	47	44
2017.3/4	강남구	565,731	271,093	294,638	64,579	29,131	35,448	64,467	29,078	35,389	112	53	59
2017.3/4	송파구	668,366	325,253	343,113	75,301	34,660	40,641	75,151	34,585	40,566	150	75	75
2017.3/4	강동구	446,760	221,954	224,806	55,902	25,418	30,484	55,818	25,376	30,442	84	42	42
2017.4/4	합계	10,124,579	4,957,857	5,166,722	1,365,126	602,107	763,019	1,359,901	599,378	760,523	5,225	2,729	2,496
2017.4/4	종로구	164,257	80,094	84,163	26,182	11,441	14,741	26,030	11,356	14,674	152	85	67
2017.4/4	중구	134,593	66,337	68,256	21,384	9,332	12,052	21,148	9,206	11,942	236	126	110
2017.4/4	용산구	244,444	119,423	125,021	36,882	15,489	21,393	36,488	15,245	21,243	394	244	150
2017.4/4	성동구	312,711	154,077	158,634	41,273	17,972	23,301	41,152	17,900	23,252	121	72	49
2017.4/4	광진구	372,298	180,645	191,653	43,953	19,565	24,388	43,790	19,479	24,311	163	86	77
2017.4/4	동대문구	366,011	181,185	184,826	55,718	24,655	31,063	55,547	24,574	30,973	171	81	90
2017.4/4	중랑구	412,780	205,125	207,655	59,262	26,316	32,946	59,189	26,280	32,909	73	36	37
2017.4/4	성북구	455,407	221,103	234,304	66,251	28,574	37,677	66,121	28,511	37,610	130	63	67
2017.4/4	강북구	328,002	160,252	167,750	56,530	24,311	32,219	56,437	24,268	32,169	93	43	50
2017.4/4	도봉구	346,234	169,553	176,681	53,488	23,688	29,800	53,445	23,666	29,779	43	22	21
2017.4/4	노원구	558,075	271,025	287,050	74,243	30,827	43,416	74,178	30,799	43,379	65	28	37
2017.4/4	은평구	491,202	238,223	252,979	74,559	32,323	42,236	74,400	32,245	42,155	159	78	81
2017.4/4	서대문구	325,028	155,250	169,778	49,266	20,776	28,490	48,898	20,600	28,298	368	176	192
2017.4/4	마포구	385,783	183,248	202,535	49,615	20,806	28,809	49,356	20,677	28,679	259	129	130
2017.4/4	양천구	475,018	234,279	240,739	55,234	24,641	30,593	55,136	24,585	30,551	98	56	42
2017.4/4	강서구	608,255	296,175	312,080	76,032	33,539	42,493	75,845	33,427	42,418	187	112	75
2017.4/4	구로구	441,559	221,386	220,173	58,794	27,117	31,677	58,213	26,798	31,415	581	319	262
2017.4/4	금천구	253,491	129,775	123,716	34,170	15,556	18,614	33,842	15,388	18,454	328	168	160
2017.4/4	영등포구	402,024	202,400	199,624	53,981	24,376	29,605	53,299	24,020	29,279	682	356	326
2017.4/4	동작구	408,493	198,827	209,666	57,255	24,994	32,261	57,071	24,902	32,169	184	92	92
2017.4/4	관악구	520,929	262,006	258,923	70,046	31,523	38,523	69,729	31,374	38,355	317	149	168
2017.4/4	서초구	445,401	213,422	231,979	53,205	24,135	29,070	53,119	24,090	29,029	86	45	41
2017.4/4	강남구	561,052	268,941	292,111	65,060	29,337	35,723	64,946	29,282	35,664	114	55	59
2017.4/4	송파구	671,173	326,407	344,766	76,582	35,274	41,308	76,442	35,204	41,238	140	70	70
2017.4/4	강동구	440,359	218,699	221,660	56,161	25,540	30,621	56,080	25,502	30,578	81	38	43
2018.1/4	합계	10,112,070	4,948,481	5,163,589	1,382,420	610,263	772,157	1,376,261	607,029	769,232	6,159	3,234	2,925
2018.1/4	종로구	164,348	79,962	84,386	26,429	11,593	14,836	26,254	11,496	14,758	175	97	78
2018.1/4	중구	135,139	66,582	68,557	21,655	9,486	12,169	21,396	9,347	12,049	259	139	120
2018.1/4	용산구	245,411	119,985	125,426	37,238	15,684	21,554	36,783	15,405	21,378	455	279	176
2018.1/4	성동구	314,551	154,672	159,879	41,752	18,177	23,575	41,608	18,093	23,515	144	84	60
2018.1/4	광진구	371,671	180,206	191,465	44,470	19,797	24,673	44,273	19,698	24,575	197	99	98
2018.1/4	동대문구	364,962	180,381	184,581	56,284	24,925	31,359	56,086	24,835	31,251	198	90	108
2018.1/4	중랑구	411,552	204,411	207,141	59,992	26,691	33,301	59,897	26,644	33,253	95	47	48
2018.1/4	성북구	453,902	220,024	233,878	66,896	28,861	38,035	66,745	28,789	37,956	151	72	79
2018.1/4	강북구	327,511	159,853	167,658	57,002	24,511	32,491	56,898	24,462	32,436	104	49	55
2018.1/4	도봉구	345,041	168,833	176,208	54,293	24,100	30,193	54,247	24,077	30,170	46	23	23
2018.1/4	노원구	555,803	269,762	286,041	75,081	31,264	43,817	75,015	31,233	43,782	66	31	35
2018.1/4	은평구	490,253	237,542	252,711	75,535	32,761	42,774	75,369	32,679	42,690	166	82	84
2018.1/4	서대문구	324,871	154,960	169,911	49,645	20,978	28,667	49,237	20,776	28,461	408	202	206
2018.1/4	마포구	385,624	182,905	202,719	50,122	21,011	29,111	49,815	20,852	28,963	307	159	148
2018.1/4	양천구	473,087	233,189	239,898	56,070	25,043	31,027	55,960	24,987	30,973	110	56	54
2018.1/4	강서구	608,361	296,098	312,263	77,381	34,211	43,170	77,152	34,076	43,076	229	135	94
2018.1/4	구로구	440,396	220,903	219,493	59,838	27,579	32,259	59,107	27,169	31,938	731	410	321
2018.1/4	금천구	253,344	129,791	123,553	34,640	15,786	18,854	34,234	15,572	18,662	406	214	192
2018.1/4	영등포구	403,988	203,472	200,516	54,704	24,750	29,954	53,886	24,313	29,573	818	437	381
2018.1/4	동작구	406,715	197,848	208,867	57,711	25,201	32,510	57,489	25,092	32,397	222	109	113
2018.1/4	관악구	522,292	262,428	259,864	70,807	31,780	39,027	70,425	31,599	38,826	382	181	201
2018.1/4	서초구	445,164	213,279	231,885	54,055	24,494	29,561	53,960	24,445	29,515	95	49	46
2018.1/4	강남구	557,865	267,314	290,551	65,859	29,656	36,203	65,725	29,591	36,134	134	65	69
2018.1/4	송파구	671,994	326,511	345,483	77,978	35,932	42,046	77,816	35,851	41,965	162	81	81
2018.1/4	강동구	438,225	217,570	220,655	56,983	25,992	30,991	56,884	25,948	30,936	99	44	55
2018.2/4	합계	10,089,517	4,935,944	5,153,573	1,393,671	615,319	778,352	1,387,631	612,137	775,494	6,040	3,182	2,858
